"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11006037,HDFC Bank Ltd.,173222,Sashidhar Jagdishan,1994,http://www.hdfcbank.com,Financials,Banks,HDB,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"HDFC Bank Ltd. engages in the provision of banking and financial services including commercial banking and treasury operations. It operates through the following segments: Treasury, Retail Banking, Wholesale Banking, and Other Banking Business. The Treasury segment is involved in net interest earnings from the investment portfolio, money market borrowing, and lending, gains, or losses on investment operations and on account of trading in foreign exchange and derivative contracts. The Retail Banking segment focuses on serving retail customers through the branch network and other channels. The Wholesale Banking segment provides loans, non-fund facilities, and transaction services to large corporates, emerging corporates, public sector units, government bodies, financial institutions, and medium scale enterprises. The Other Banking Business segment includes income from parabanking activities such as credit cards, debit cards, third party product distribution, primary dealership business, and the associated costs. The company was founded by Aditya Tapishwar Puri in August 1994 and is headquartered in Mumbai, India."
11006201,John Bean Technologies Corp.,5100,Brian A. Deck,1994,http://www.jbtcorporation.com,Industrials,Machinery,JBT,Stock,PORTRAIT,NYSE,New York Stock Exchange,"John Bean Technologies Corp. is a technology solutions provider, which engages in the food, beverage, and air transportation industries. It operates through the JBT FoodTech and JBT AeroTech business segments. The JBT FoodTech segment designs, manufactures, and services technologically food processing systems for the preparation of meat, seafood and poultry products, ready-to-eat meals, shelf stable packaged foods, bakery products, juice and dairy products, and fruit and vegetable products. The JBT AeroTech segment supplies customized solutions and services used for applications in the air transportation industry, including airport authorities, airlines, airfreight, ground handling companies, the military, and defense contractors. The company was founded on May 12, 1994 and is headquartered in Chicago, IL."
11004274,"Interface, Inc.",3619,Laurel M. Hurd,1973,http://www.interfaceglobal.com,Industrials,Commercial Services & Supplies,TILE,Stock,PORTRAIT,NASDAQ,NASDAQ,"Interface, Inc. is a flooring company, which offers carpet tile & resilient flooring, including luxury vinyl tile and rubber flooring products. The firm designs, manufactures and sells modular carpet, manufactured for the commercial and institutional markets under the interface brand, and for consumer markets as FLOR modular carpets. It also offers Intersept, a proprietary antimicrobial used in a number of interior finishes. The company was founded by Ray C. Anderson in 1973 and is headquartered in Atlanta, GA."
11002690,"Lyra Therapeutics, Inc.",88,Maria Palasis,2005,http://www.lyratherapeutics.com,Health Care,Biotechnology,LYRA,Stock,PORTRAIT,NASDAQ,NASDAQ,"Lyra Therapeutics, Inc. is a clinical-stage therapeutics company. It develops novel integrated drug and delivery solutions for the localized treatment of patients with ear, nose and throat, or ENT, diseases. The firms proprietary XTreo deliver medicines. The company was founded by Carmichael S. Roberts, George M. Whitesides, and Robert S. Langer in November 2005 and is headquartered in Watertown, MA."
11005076,Booz Allen Hamilton Holding Corp.,31900,Horacio D. Rozanski,1914,http://www.boozallen.com,Information Technology,IT Services,BAH,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Booz Allen Hamilton Holding Corp. engages in the provision of management and technology consulting services. It offers analytics, digital solutions, engineering, and cyber expertise. The company was founded by Edwin Booz in 1914 and is headquartered in McLean, VA."
11001298,DP Cap Acquisition Corp. I,,Scott L. Savitz,2021,http://datapointcapital.com,Financials,Capital Markets,DPCS-UN,Stock,PORTRAIT,NASDAQ,NASDAQ,"DP Cap Acquisition Corp. I is a blank check company. It engages in the business of effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more entities. The company was founded on April 8, 2021 and is headquartered in Boston, MA."
11001297,DP Cap Acquisition Corp. I,,Scott L. Savitz,2021,http://datapointcapital.com,Financials,Capital Markets,DPCS,Stock,PORTRAIT,NASDAQ,NASDAQ,"DP Cap Acquisition Corp. I is a blank check company. It engages in the business of effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more entities. The company was founded on April 8, 2021 and is headquartered in Boston, MA."
11003134,"NextCure, Inc.",82,Michael S. Richman,2015,http://www.nextcure.com,Health Care,Biotechnology,NXTC,Stock,PORTRAIT,NASDAQ,NASDAQ,"NextCure, Inc. is a clinical-stage biopharmaceutical company, which engages in discovering and developing immunomedicines to treat cancer and other immune-related diseases. Its novel FIND-IO discovery technology identifies targets based on immunomodulatory function and on which the company is building a proprietary pipeline of immunomedicines. The company was founded by Michael S. Richman and Lie Ping Chen in September 2015 and is headquartered in Beltsville, MD."
11002049,"Hamilton Lane, Inc.",600,Juan Delgado Moreira,1991,http://www.hamiltonlane.com,Financials,Capital Markets,HLNE,Stock,PORTRAIT,NASDAQ,NASDAQ,"Hamilton Lane, Inc. is a holding company, which engages in the provision of private markets investment solutions. The firm works with clients to conceive, structure, build out, manage, and monitor portfolios of private markets funds and direct investments. It also offers the following solutions: customized separate accounts, specialized funds, advisory services, distribution management, and reporting, monitoring, data, and analytics. The company was founded in 1991 and is headquartered in Conshohocken, PA."
11002360,Swiftmerge Acquisition Corp.,4,Sam Bremner,2021,"",Financials,Capital Markets,IVCPU,Stock,PORTRAIT,NASDAQ,NASDAQ,"Swiftmerge Acquisition Corp. is a blank check company, which engages in seeking a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded on February 3, 2021 and is headquartered in Toluca Lake, CA."
11002359,Swiftmerge Acquisition Corp.,4,Sam Bremner,2021,"",Financials,Capital Markets,IVCP,Stock,PORTRAIT,NASDAQ,NASDAQ,"Swiftmerge Acquisition Corp. is a blank check company, which engages in seeking a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was founded on February 3, 2021 and is headquartered in Toluca Lake, CA."
11004082,"SR Bancorp, Inc.",65,William P. Taylor,,"",Financials,Banks,SRBK,Stock,PORTRAIT,NASDAQ,NASDAQ,"SR Bancorp, Inc. is a bank holding company that engages in the provision of deposit and loan products and services through its subsidiary. The company was founded on July 20, 2022 and is headquartered in Bound Brook, NJ."
11007392,Tejon Ranch Co.,87,Gregory S. Bielli,1843,http://www.tejonranch.com,Real Estate,Residential REITs,TRC,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Tejon Ranch Co. engages in real estate development and agribusiness. It operates through the following segments: Real Estate-Commercial and Industrial, Real Estate-Resort and Residential, Mineral Resources, Farming, and Ranch Operations. The Real Estate-Commercial and Industrial segment's activities include: the entitling, planning, and permitting of land for development, the construction of infrastructure, the construction of pre-leased buildings, the construction of buildings to be leased or sold, and the sale of land to third parties for their own development. The Real Estate-Resort and Residential segment's operations include: land entitlement, land planning and pre-construction engineering, land stewardship and conservation activities. The Mineral Resources segment generates revenues from oil and gas royalty leases, and rock and aggregate mining leases. The Farming segment produces revenue from the sale of wine grapes, almonds, and pistachios. The Ranch Operations segment consist of game management revenue and ancillary land uses such as grazing leases and filming. The company was founded by Edward Fitzgerald Beale in 1843 and is headquartered in Lebec, CA."
